Name,Cycle_Number,Total_10Day_Quantity,Max_Stock,Utilization_Rate,GroupName,Stock_Class,Storage Unit,Family,Site,Item Id,Demanded,Delivered,satisfaction_rate (%),Weekend,Month,Date_week,days_since_start,Inventory_Cycle,Cycle_Start_Day,Cycle_End_Day
CELTIA JET 25CL,1,353.0,591.0,0.597,Alcools,A,PC (1 PC),LIQUIDES,Economat,13243,10,10,94.76744186046513,1,2024-01,mercredi,2,1,2,11
CHAMPIGNON FRAIS BARQUETTE,1,22.0,34.5,0.638,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12567,5,5,52.290076335877856,1,2024-01,mardi,1,1,1,10
CHAPLUR,1,2.0,16.0,0.125,Epicerie,C,PC (1 KG),SOLIDES,Economat,12897,1,1,88.13559322033898,0,2024-01,mardi,1,1,1,10
"CHOCOLAT EN POUDRE,1,26.0,86.0,0.302,Cafe,A,""PC (0,2 KG)"",LIQUIDES,Economat,12576,4,4,79.57559681697613,0,2024-01,mardi,1,1,1,10"
CHOUX ROUGE,1,3.1,9.6,0.323,Legumes Frais,A,PC (1 PC),SOLIDES,Economat,12047,1,1,63.934426229508205,0,2024-01,mardi,8,1,8,17
CITRON,1,2.0,16.75,0.119,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12040,1,1,65.84158415841584,0,2024-01,jeudi,10,2,10,19
CITRON SALLE,1,7.0,28.0,0.25,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12583,1,1,64.05228758169935,1,2024-01,vendredi,4,1,4,13
COCA BOITE ZERO,1,535.0,990.0,0.54,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12585,33,33,76.10738255033557,1,2024-01,mardi,1,1,1,10
COCA COLA BOITE 24CL,1,1240.0,2855.0,0.434,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12586,38,38,91.54624277456648,1,2024-01,mardi,1,1,1,10
COFFRET PORTRAIT AV SEP24.5/14.5,1,50.0,150.0,0.333,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12313,1,1,57.8125,1,2024-01,dimanche,6,1,6,15
CONCOMBRE,1,85.408,177.692,0.481,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12131,5,5,78.89087656529516,1,2024-01,mercredi,2,1,2,11
COOKIES,1,40.0,120.0,0.333,Viennoiserie,C,PC,SOLIDES,Economat,16244,1,1,76.27118644067797,0,2024-01,mardi,8,1,8,17
CORNICHON FRAIS,1,8.0,12.0,0.667,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12601,2,2,72.3404255319149,1,2024-01,vendredi,4,1,4,13
COURGE,1,15.2,47.65,0.319,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12603,3,3,82.65895953757226,0,2024-01,mardi,1,1,1,10
COURGETTE,1,8.95,28.6,0.313,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12604,2,2,77.88161993769471,1,2024-01,dimanche,6,1,6,15
COUSCOUS EN PAQUET,1,12.0,28.0,0.429,Epicerie,D,PC (1 PC),SOLIDES,Economat,12605,1,1,92.0,0,2024-01,mercredi,2,1,2,11
COUTEAU NOIRE EMBALLE EJEM,1,1500.0,4000.0,0.375,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12607,2,2,79.0909090909091,1,2024-01,vendredi,4,1,4,13
COUVERCLE AVEC TROU BOMBE 95KY,1,3300.0,3300.0,1.0,Consommable,B,PC,CONSO/HYG,Economat,16116,8,8,68.53932584269663,1,2024-01,mardi,1,1,1,10
CREME DE BALSAMIQUE,1,1.0,10.0,0.1,Epicerie,D,BTL (1 ML),SOLIDES,Economat,16246,1,1,86.20689655172413,0,2024-01,mercredi,9,1,9,18
CROISSANT AUX AMANDES  PUR BEURRE GF,1,275.0,1200.0,0.229,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17364,3,3,100.0,1,2024-01,jeudi,3,1,3,12
CROISSANT NATURE  PUR BEURRE GF,1,1200.0,5400.0,0.222,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17363,3,3,100.0,1,2024-01,jeudi,3,1,3,12
CUILLERE A CAFE PLASTIQUE,1,4300.0,28100.0,0.153,Consommable,A,PC (1 PC),CONSO/HYG,Economat,12923,5,5,88.45750262329486,1,2024-01,mercredi,2,1,2,11
CUILLIERE NOIRE EJEM,1,1600.0,4900.0,0.327,Consommable,A,PC,CONSO/HYG,Economat,12613,5,5,91.24087591240875,0,2024-01,mercredi,2,1,2,11
DADDY'S CHIPS CLASSIC SEL DE MER 70G,1,150.0,225.0,0.667,Epicerie,A,PC,SOLIDES,Economat,16576,6,6,68.75,1,2024-01,mercredi,2,1,2,11
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,1,45.0,165.0,0.273,Epicerie,B,PC (1 PC),SOLIDES,Economat,16577,3,3,88.0,1,2024-01,mercredi,2,1,2,11
DADDY'S CHIPS SPICY PAPRIKA 70G,1,105.0,165.0,0.636,Epicerie,A,PC,SOLIDES,Economat,16580,6,6,66.83673469387756,1,2024-01,mercredi,2,1,2,11
DINOL,1,70.0,135.0,0.519,Hygiène,A,BIDON (1 KG),CONSO/HYG,Economat,12934,8,8,74.47073474470734,1,2024-01,mercredi,2,1,2,11
DOSETTE KETCHUP PB,1,2000.0,4000.0,0.5,Epicerie,C,PC (1000 PC),SOLIDES,Economat,16254,2,2,52.5,1,2024-01,samedi,5,1,5,14
DOSETTE MAYO PB,1,2000.0,4000.0,0.5,Epicerie,C,PC,SOLIDES,Economat,16253,2,2,51.85185185185185,1,2024-01,samedi,5,1,5,14
EAU MINERALE 1,5L,1,251.0,4556.0,0.055,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12241,15,15,83.6734693877551,1,2024-01,mardi,1,1,1,10
EMBALLAGE CREPE CIG,1,500.0,2000.0,0.25,Consommable,B,PC (1 PC),CONSO/HYG,Economat,13284,1,1,45.25547445255474,0,2024-01,mardi,8,1,8,17
EMBALLAGE EN CARTON 30*12*6,1,150.0,300.0,0.5,Consommable,D,PC (1 PC),CONSO/HYG,Economat,16224,1,1,48.57142857142857,0,2024-01,mercredi,9,1,9,18
EMINCE DE BOEUF PORT. SURGELE,1,15.14,79.49000000000001,0.19,Viandes Surgelées,A,KG (1000 GR),SOLIDES,Economat,16289,6,6,71.32075471698113,1,2024-01,jeudi,3,1,3,12
EPINARD,1,2.4,12.15,0.198,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12628,1,1,75.5813953488372,0,2024-01,mardi,1,1,1,10
ESCALOPE POULET CONGELÉ,1,254.36,254.36,1.0,Volaille Surgelée,C,PC (1 KG),SOLIDES,Economat,13398,5,5,76.27118644067797,1,2024-01,mercredi,2,1,2,11
ESCALOPE POULET FRAIS,1,160.0,503.16,0.318,Volaille Surgelée,A,PC (1 KG),SOLIDES,Economat,12631,3,3,84.24908424908425,1,2024-01,jeudi,3,1,3,12
ESCALOPE POULET PANE CONGELE,1,18.29,128.91,0.142,Volaille Surgelée,A,KG (1 KG),SOLIDES,Economat,15081,2,2,75.96685082872928,1,2024-01,dimanche,6,1,6,15
ESSUIT TOUT JUMBO,1,78.0,157.0,0.497,Hygiène,A,PC (1 KG),CONSO/HYG,Economat,12940,28,28,74.55101260985862,1,2024-01,mercredi,2,1,2,11
ETUI SANDWICH,1,700.0,4000.0,0.175,Consommable,B,PC (1 PC),CONSO/HYG,Economat,7262,1,1,39.34426229508197,0,2024-01,mardi,1,1,1,10
FANTA BOITE 24CL,1,641.0,1328.0,0.483,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12634,37,37,89.79099678456592,1,2024-01,mardi,1,1,1,10
FARINE EN PAQUET,1,23.0,252.0,0.091,Epicerie,A,PC (1 KG),SOLIDES,Economat,12636,4,4,97.38562091503267,0,2024-01,mardi,1,1,1,10
FILM ETIRABLE 725GR,1,17.0,38.0,0.447,Consommable,A,PC (1 GR),CONSO/HYG,Economat,12524,8,8,75.35211267605634,1,2024-01,mardi,1,1,1,10
FOND DE PLATEAU CIG,1,3000.0,3000.0,1.0,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12943,2,2,53.73134328358209,0,2024-01,mardi,1,1,1,10
FOND PLATEAU GOURM,1,2000.0,4000.0,0.5,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12333,2,2,58.53658536585365,1,2024-01,samedi,5,1,5,14
FORTE NSPRS,1,2550.0,5150.0,0.495,Cafe,A,PC (1 PC),LIQUIDES,Economat,16339,17,17,80.0,1,2024-01,mardi,1,1,1,10
FOURCHETTE NOIRE EMBALEE EJEM,1,3000.0,10000.0,0.3,Consommable,A,PC (1 PC),CONSO/HYG,Economat,12645,5,5,75.0,1,2024-01,mercredi,2,1,2,11
"FRITE SURGELE 9/9 CLASSIC 2.5 KG,1,205.0,290.0,0.707,Legumes Surgelés,A,""KG (2,5 KG)"",SOLIDES,Economat,16381,7,7,70.63903281519862,1,2024-01,mardi,1,1,1,10"
FROMAGE CAMEMBERT 240g,1,8.0,12.0,0.667,Beurre Oeuf Fromage,D,BTE (240 GR),SOLIDES,Economat,13215,2,2,51.72413793103448,0,2024-01,lundi,7,1,7,16
FROMAGE CHEDDAR PORTION KG,1,18.05,24.45,0.738,Beurre Oeuf Fromage,B,KG,SOLIDES,Economat,15627,3,3,24.19354838709678,1,2024-01,samedi,5,1,5,14
FROMAGE EDAM MEULE,1,5.85,35.622,0.164,Beurre Oeuf Fromage,B,KG (1 KG),SOLIDES,Economat,14345,1,1,72.51461988304094,1,2024-01,samedi,5,1,5,14
FROMAGE FETA (Nature),1,0.96,1.6,0.6,Beurre Oeuf Fromage,D,PC (1 KG),SOLIDES,Economat,12651,1,1,27.58620689655172,1,2024-01,samedi,5,1,5,14
FROMAGE GORGONZELA,1,0.15,13.0,0.012,Beurre Oeuf Fromage,A,PC (1 KG),SOLIDES,Economat,12950,1,1,32.06751054852321,0,2024-01,mercredi,2,1,2,11
FROMAGE LAND OR,1,9.0,25.4,0.354,Beurre Oeuf Fromage,A,PC (1 KG),SOLIDES,Economat,12654,2,2,86.70212765957447,0,2024-01,jeudi,3,1,3,12
FROMAGE MAASDAM EN BLOC PB,1,30.0,65.5,0.458,Beurre Oeuf Fromage,A,KG,SOLIDES,Economat,16156,5,5,46.26038781163435,1,2024-01,mardi,1,1,1,10
FROMAGE MEULE GOUDA KG,1,12.15,32.932,0.369,Beurre Oeuf Fromage,A,KG (1 KG),SOLIDES,Economat,14859,2,2,65.96858638743456,1,2024-01,samedi,5,1,5,14
FROMAGE MOZARELLA CARRE KG,1,109.0,145.0,0.752,Beurre Oeuf Fromage,B,KG (1 KG),SOLIDES,Economat,15830,5,5,73.0,1,2024-01,mercredi,2,1,2,11
FROMAGE MOZZARELLA MINI,1,1.0,9.0,0.111,Beurre Oeuf Fromage,D,PC,SOLIDES,Economat,14706,1,1,32.35294117647059,1,2024-01,samedi,5,1,5,14
FROMAGE PARMIGIANO REGIANO,1,1.0499999999999998,1.0499999999999998,1.0,Beurre Oeuf Fromage,D,PC (1 PC),SOLIDES,Economat,12744,3,3,23.07692307692308,1,2024-01,vendredi,4,1,4,13
FROMAGE SICILIEN,1,1.866,5.946,0.314,Beurre Oeuf Fromage,D,KG (1 KG),SOLIDES,Economat,13885,1,1,62.96296296296296,0,2024-01,mercredi,9,1,9,18
FUT HEINEKEIN,1,120.0,240.0,0.5,Alcools,B,PC (1 L),LIQUIDES,Economat,12955,4,4,75.0,0,2024-01,mardi,1,1,1,10
GANT EN VINYL  XL,1,900.0,12500.0,0.072,Hygiène,A,SCH (1 PC),CONSO/HYG,Economat,12960,6,6,64.98516320474778,1,2024-01,mardi,1,1,1,10
GANT EN VINYL MEDUIM,1,1200.0,5700.0,0.211,Hygiène,A,SCH (1 PC),CONSO/HYG,Economat,16124,6,6,74.97789566755084,1,2024-01,mardi,1,1,1,10
GANTS LATEX,1,9100.0,9100.0,1.0,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,12962,31,31,32.55813953488372,1,2024-01,mardi,1,1,1,10
GARCI GAZ P.E.T 1 L,1,147.0,344.0,0.427,Eaux et Sodas,A,L (1 GR),LIQUIDES,Economat,13138,13,13,84.48471121177803,1,2024-01,mardi,1,1,1,10
GATEAU CHOCOLAT PBC,1,100.0,100.0,1.0,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,16274,3,3,62.04379562043797,1,2024-01,mardi,1,1,1,10
GOBLET 6.5 0Z MF,1,200.0,1850.0,0.108,Consommable,B,PC,CONSO/HYG,Economat,15661,1,1,40.55555555555556,0,2024-01,mardi,1,1,1,10
GOBLET 6.5 PLAN B,1,2000.0,3300.0,0.606,Consommable,B,PC,CONSO/HYG,Economat,16263,2,2,55.14705882352941,0,2024-01,mardi,1,1,1,10
GOBLET 9 PLAN B,1,1000.0,3000.0,0.333,Consommable,B,PC (1 PC),CONSO/HYG,Economat,16296,1,1,46.85314685314685,0,2024-01,mardi,1,1,1,10
GOBLET CAFE 192 ML CIG,1,4000.0,4000.0,1.0,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12657,2,2,52.513966480446925,0,2024-01,mardi,1,1,1,10
GOBLET CARTON GOURM 19 CL,1,3000.0,4000.0,0.75,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12324,3,3,62.85714285714285,1,2024-01,mercredi,2,1,2,11
GOBLET CI CAFE CIGUSTA,1,700.0,1000.0,0.7,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12660,2,2,50.47619047619048,0,2024-01,mardi,1,1,1,10
GOBLET DB 19 CC,1,6800.0,12000.0,0.567,Consommable,A,PC (1 PC),CONSO/HYG,Economat,15418,14,14,90.09433962264151,1,2024-01,mardi,1,1,1,10
GOBLET DB 25 CC,1,2000.0,11600.0,0.172,Consommable,A,PC (1 PC),CONSO/HYG,Economat,15419,2,2,84.2443729903537,0,2024-01,mercredi,2,1,2,11
GOBLET JUS TRANSPARENT CI GUSTA,1,1000.0,1000.0,1.0,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12661,2,2,51.35135135135135,1,2024-01,samedi,5,1,5,14
GOBLET PET 350 CC,1,4500.0,5950.0,0.756,Consommable,A,PC,CONSO/HYG,Economat,12664,12,12,76.68997668997669,1,2024-01,mardi,1,1,1,10
GRENAD,1,50.4,69.1,0.729,Jus Fruit Lait,B,KG (1 KG),LIQUIDES,Economat,13491,6,6,62.36559139784945,1,2024-01,mardi,1,1,1,10
HARISSA 450G,1,10.0,17.0,0.588,Epicerie,C,BTE (1 BTE),SOLIDES,Economat,16247,1,1,76.19047619047619,0,2024-01,jeudi,10,2,10,19
HARISSA 5/2,1,35.0,53.0,0.66,Epicerie,A,BOTTE (1 BTE),SOLIDES,Economat,16245,6,6,82.23938223938224,1,2024-01,jeudi,3,1,3,12
HEINEKEN BLLE 30CL,1,804.0,1061.0,0.758,Alcools,A,BTL (1 BTL),LIQUIDES,Economat,13578,4,4,94.76439790575915,0,2024-01,mardi,1,1,1,10
HUILE VEGETALE 5L,1,30.0,54.0,0.556,Epicerie,A,L (5 PC),SOLIDES,Economat,12673,5,5,57.24137931034484,1,2024-01,vendredi,4,1,4,13
INTENSO NSPRS,1,1650.0,4050.0,0.407,Cafe,A,PC (1 PC),LIQUIDES,Economat,16340,13,13,68.36461126005362,1,2024-01,mardi,1,1,1,10
JAMBON DE BOEUF FUME,1,5.95,18.1,0.329,Charcuterie,A,KG (1 KG),SOLIDES,Economat,12676,1,1,72.4867724867725,0,2024-01,mercredi,9,1,9,18
JAMBON DE DINDE,1,10.95,34.15,0.321,Charcuterie,A,PC (1 KG),SOLIDES,Economat,12030,2,2,87.86764705882352,1,2024-01,jeudi,3,1,3,12
JEX CARRE,1,59.0,180.0,0.328,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,12974,8,8,95.357833655706,1,2024-01,mardi,1,1,1,10
JOUR ET NUIT ROSE 1/2,1,10.0,52.0,0.192,Alcools,B,PC (1 PC),LIQUIDES,Economat,12976,2,2,60.86956521739131,0,2024-01,jeudi,3,1,3,12
JOUR ET NUIT ROUGE 1/2,1,8.0,48.0,0.167,Alcools,C,PC (1 PC),LIQUIDES,Economat,12978,1,1,66.23376623376623,0,2024-01,jeudi,3,1,3,12
JUS CITRONADE  CLASSIQUE 250 ml,1,850.0,1403.0,0.606,Jus Fruit Lait,A,PC (1 PC),LIQUIDES,Economat,13786,32,32,86.39281129653402,1,2024-01,mercredi,2,1,2,11
JUS FRAISE  MINI CAMAROSA 250 ml,1,884.0,1210.0,0.731,Jus Fruit Lait,A,PC (1 PC),LIQUIDES,Economat,12435,33,33,74.16020671834626,1,2024-01,mercredi,2,1,2,11
JUS STILL 20 CL,1,2.0,552.0,0.004,Jus Fruit Lait,A,PC,LIQUIDES,Economat,12440,2,2,93.66197183098592,1,2024-01,dimanche,6,1,6,15
KETCHUP,1,1.0,40.0,0.025,Epicerie,C,PC (5000 PC),SOLIDES,Economat,14691,1,1,83.09859154929578,0,2024-01,mardi,1,1,1,10
KETCHUP BIDON 5L,1,2.0,35.0,0.057,Epicerie,B,PC (5000 PC),SOLIDES,Economat,14691,1,1,68.31683168316832,0,2024-01,mardi,8,1,8,17
KINDER T4,1,40.0,180.0,0.222,Epicerie,B,PC (1 PC),SOLIDES,Economat,12993,2,2,67.33333333333333,1,2024-01,jeudi,3,1,3,12
KIWI,1,278.0,641.0,0.434,Fruits & Legumes Frais,A,PC,SOLIDES,Economat,12067,7,7,80.87818696883853,1,2024-01,mardi,1,1,1,10
LAIT UHT DEMI ECREME,1,804.0,1322.0,0.608,Jus Fruit Lait,A,PQT (1 L),LIQUIDES,Economat,14862,50,50,87.52136752136752,1,2024-01,mardi,1,1,1,10
LAVETTE COTON,1,70.0,149.0,0.47,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,14337,15,15,86.58536585365853,1,2024-01,mardi,1,1,1,10
LEVURE BOULANGERE NORMALE,1,4.0,34.0,0.118,Boulangerie_R,B,PC (1 PC),SOLIDES,Economat,13211,3,3,93.95973154362416,0,2024-01,lundi,7,1,7,16
LIPTON ICE TEA PECHE 33 CL,1,597.0,1485.0,0.402,THE,A,PC (1 PC),LIQUIDES,Economat,14299,24,24,78.68338557993731,1,2024-01,mardi,1,1,1,10
LOT CAFE EN GRAINS ( BARISTA N°3 ),1,70.0,98.0,0.714,Cafe,A,PC (1 KG),LIQUIDES,Economat,12681,28,28,48.63013698630137,1,2024-01,mardi,1,1,1,10
LOT CAFE GRAIN BARISTA,1,16.0,121.0,0.132,Cafe,A,PC (1 KG),LIQUIDES,Economat,13606,4,4,84.8,0,2024-01,mardi,1,1,1,10
MAIS EN BOITE,1,21.4,92.0,0.233,Conserve de légumes,A,PC (1 KG),SOLIDES,Economat,12694,4,4,53.75939849624061,1,2024-01,mercredi,2,1,2,11
MAIS EN VRAC,1,1.0,9.0,0.111,Legumes Frais,C,PC (1 KG),SOLIDES,Economat,13316,1,1,86.66666666666667,0,2024-01,lundi,7,1,7,16
MANCHE A BALAIS,1,6.0,20.0,0.3,Hygiène,B,PC (1 PC),CONSO/HYG,Economat,12999,4,4,91.96428571428572,1,2024-01,mercredi,2,1,2,11
MANGUE,1,2.0,39.0,0.051,Fruits & Legumes Frais,A,PC,SOLIDES,Economat,16366,1,1,39.66666666666666,0,2024-01,jeudi,10,2,10,19
MARINADE POULET GRILLE 2KG PB,1,32.0,36.0,0.889,Volaille Surgelée,A,PC (1 KG),SOLIDES,Economat,16161,5,5,56.44444444444444,1,2024-01,mardi,1,1,1,10
MARS CHOCOLAT,1,40.0,160.0,0.25,Epicerie,C,PC (1 PC),SOLIDES,Economat,13000,1,1,41.66666666666667,1,2024-01,samedi,5,1,5,14
MAY 0.5L,1,2739.0,22614.0,0.121,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,15027,26,26,87.152133580705,1,2024-01,mardi,1,1,1,10
MAYO 5L DEJ,1,70.0,170.0,0.412,Epicerie,A,KG (5000 GR),SOLIDES,Economat,16250,8,8,81.50537634408602,1,2024-01,mardi,1,1,1,10
MENTHE SECHE,1,0.12,2.0,0.06,Epicerie,D,KG (1 KG),SOLIDES,Economat,12699,1,1,56.09756097560976,0,2024-01,mardi,1,1,1,10
MENTOS ROLLS MENTHE,1,40.0,80.0,0.5,Epicerie,D,PC (1 PC),SOLIDES,Economat,15244,1,1,70.0,0,2024-01,lundi,7,1,7,16
MENTOS ROLLS STRAWBERRY,1,40.0,80.0,0.5,Epicerie,D,PC (1 PC),SOLIDES,Economat,15245,1,1,77.14285714285715,0,2024-01,mardi,1,1,1,10
MIEL DOUX & FRAIS,1,1.0,11.0,0.091,Epicerie,C,PC (1 PC),SOLIDES,Economat,12702,1,1,43.20987654320987,0,2024-01,mardi,8,1,8,17
MIRA 0,6L,1,8621.0,8621.0,1.0,Eaux et Sodas,A,PC,LIQUIDES,Economat,10711,29,29,80.97982708933718,1,2024-01,mercredi,2,1,2,11
MIX A CREPE FRANCAISE,1,100.0,150.0,0.667,Pâtisseries,B,SAC (1 SAC),SOLIDES,Economat,8120,6,6,96.045197740113,1,2024-01,mardi,1,1,1,10
MOELLEUX CHOCOLAT,1,36.0,108.0,0.333,Viennoiserie,C,PC,SOLIDES,Economat,16262,1,1,72.1311475409836,1,2024-01,vendredi,4,1,4,13
MOUTARDE DIJON 840 GR,1,9.0,25.0,0.36,Epicerie,B,BTE (840 GR),SOLIDES,Economat,12710,2,2,78.16091954022988,1,2024-01,samedi,5,1,5,14
MUFFINS VANILLE,1,48.0,96.0,0.5,Viennoiserie,B,PC,SOLIDES,Economat,12449,2,2,69.6078431372549,0,2024-01,mardi,1,1,1,10
Muffin daily'n,1,8.0,1109.0,0.007,Pâtisseries,A,PC (1 PC),SOLIDES,Economat,13016,6,6,98.08306709265176,1,2024-01,mercredi,2,1,2,11
NUGGETS PANE PB,1,100.0,275.0,0.364,Volaille Surgelée,A,PC (1 PC),SOLIDES,Economat,16165,2,2,53.333333333333336,1,2024-01,dimanche,6,1,6,15
NUTELLA 600GR,1,93.0,114.0,0.816,Pâtisseries,B,PC (1 PC),SOLIDES,Economat,12718,6,6,70.85714285714285,1,2024-01,mardi,1,1,1,10
OEUFS,1,38.0,83.0,0.458,Beurre Oeuf Fromage,A,PC (30 PC),SOLIDES,Economat,12720,10,10,76.55719139297848,1,2024-01,mardi,1,1,1,10
OIGNONS BLANC,1,90.95,127.3,0.714,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12721,6,6,65.81740976645435,1,2024-01,mardi,1,1,1,10
OIGNONS ROUGE,1,72.7,119.4,0.609,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12722,5,5,77.32793522267207,1,2024-01,mardi,1,1,1,10
OLIVE DENOYETE,1,7.0,35.0,0.2,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12723,1,1,72.22222222222221,1,2024-01,vendredi,4,1,4,13
OLIVE NOIRE SLICE,1,7.0,35.0,0.2,Legumes Frais,B,KG,SOLIDES,Economat,12724,1,1,70.45454545454545,0,2024-01,mardi,8,1,8,17
ORANGE A JUS,1,2108.1,2117.05,0.996,Jus Fruit Lait,A,KG (1 KG),LIQUIDES,Economat,12727,43,43,79.17023096663816,1,2024-01,mardi,1,1,1,10
ORANGINA BOITE 24 CL,1,347.0,347.0,1.0,Eaux et Sodas,A,BTE (1 BTE),LIQUIDES,Economat,15710,31,31,65.52901023890784,1,2024-01,mardi,1,1,1,10
PAILLE ENVELOPPE 7.5MM COLORE,1,24.0,47.0,0.511,Consommable,B,SCH (50 PC),CONSO/HYG,Economat,16120,5,5,58.16993464052289,1,2024-01,vendredi,4,1,4,13
PAILLE ENVELOPPE 7.5MM NOIR,1,23.0,33.0,0.697,Consommable,B,SCH (100 PC),CONSO/HYG,Economat,16119,8,8,42.63565891472868,1,2024-01,mardi,1,1,1,10
PAIN AU CHOCOLAT PUR BERRE GF SURG.,1,1200.0,4400.0,0.273,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17362,3,3,100.0,1,2024-01,jeudi,3,1,3,12
PAIN CHAWARMA *10,1,57.0,115.0,0.496,Boulangerie_R,A,PQT (10 PC),SOLIDES,Economat,15356,13,13,94.3089430894309,1,2024-01,mardi,1,1,1,10
PAIN CIABATTA NATURE,1,1520.0,6590.0,0.231,Boulangerie_R,A,PC,SOLIDES,Economat,15495,2,2,78.13370473537604,0,2024-01,jeudi,10,2,10,19
PAIN DE MIE CEREALE,1,26.0,130.0,0.2,Boulangerie_R,B,PC (1 PC),SOLIDES,Economat,13630,1,1,75.93984962406014,1,2024-01,samedi,5,1,5,14
PAIN DE MIE NATURE,1,26.0,130.0,0.2,Boulangerie_R,B,PC (1 PC),SOLIDES,Economat,13633,1,1,80.26315789473685,1,2024-01,samedi,5,1,5,14
PAIN HAMBURGER AC,1,90.0,836.0,0.108,Boulangerie_R,A,PC,SOLIDES,Economat,13623,4,4,85.33501896333755,1,2024-01,vendredi,4,1,4,13
PAIN MACDO  GRAINS SESAME,1,1030.0,4290.0,0.24,Boulangerie_R,A,PC,SOLIDES,Economat,14750,1,1,96.0431654676259,0,2024-01,jeudi,10,2,10,19
PAIN ROND FARINE,1,1130.0,3480.0,0.325,Boulangerie_R,A,PC,SOLIDES,Economat,12535,1,1,96.49805447470816,0,2024-01,jeudi,10,2,10,19
PAIN SANDWICH CI GUSTA,1,238.0,777.0,0.306,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,12474,3,3,59.80066445182725,1,2024-01,vendredi,4,1,4,13
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,1,250.0,1200.0,0.208,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17366,2,2,98.85057471264368,0,2024-01,jeudi,3,1,3,12
PAPIER ALUM DE 100,1,2.0,9.0,0.222,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12741,2,2,79.6116504854369,1,2024-01,vendredi,4,1,4,13
PAPIER SERVIETTE GOURMANDISE,1,40.0,128.0,0.312,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12321,1,1,49.32432432432432,0,2024-01,mercredi,9,1,9,18
PAPRIKA FORT,1,1.0,3.0,0.333,Epicerie,C,KG (1 KG),SOLIDES,Economat,15314,1,1,65.9090909090909,0,2024-01,mardi,8,1,8,17
PAQUET 17/4,1,100.0,300.0,0.333,Consommable,C,PC,CONSO/HYG,Economat,15652,1,1,41.50943396226416,0,2024-01,mardi,1,1,1,10
PATE PIZZA FOCACCIA 12/40,1,80.0,170.0,0.471,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,12497,3,3,55.793991416309005,1,2024-01,mardi,1,1,1,10
PATE PIZZA FOCACCIA D32 CM,1,20.0,50.0,0.4,Boulangerie_R,C,PC (1 PC),SOLIDES,Economat,12473,1,1,48.38709677419355,1,2024-01,vendredi,4,1,4,13
PATE PIZZA PANCROCCHINO 12/40,1,362.0,520.0,0.696,Boulangerie_R,A,PC (1 PC),SOLIDES,Economat,12476,4,4,54.91803278688525,1,2024-01,mardi,1,1,1,10
PATE PIZZA PANCROCCHINO 32cm,1,46.0,51.0,0.902,Boulangerie_R,D,PC (1 PC),SOLIDES,Economat,12475,2,2,52.94117647058824,1,2024-01,vendredi,4,1,4,13
PATE PLUME COURTE,1,24.0,58.0,0.414,Epicerie,B,PC (1 KG),SOLIDES,Economat,13037,2,2,89.53488372093024,0,2024-01,mardi,1,1,1,10
PERSIL,1,2.2,7.32999,0.3,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12748,1,1,64.55026455026454,0,2024-01,mardi,1,1,1,10
PIECE RONDE BOEUF,1,5.55,24.200000000000003,0.229,Viandes Surgelées,D,KG (1 KG),SOLIDES,Economat,16137,1,1,92.85714285714286,0,2024-01,mardi,1,1,1,10
